Fecha,Origen,Destino,Viajes
2020-03-02,Conchali,La Granja,39
2020-03-02,Conchali,La Pintana,68
2020-03-02,Conchali,La Reina,522
2020-03-02,Conchali,Las Condes,2206
2020-03-02,Conchali,Lo Barnechea,221
2020-03-02,Conchali,Lo Espejo,43
2020-03-02,Conchali,Lo Prado,596
2020-03-02,Conchali,Macul,217
2020-03-02,Conchali,Maipu,277
2020-03-02,Conchali,Nunoa,1628
2020-03-02,Conchali,Pedro Aguirre Cerda,128
2020-03-02,Conchali,Penalolen,290
2020-03-02,Conchali,Providencia,3245
2020-03-02,Conchali,Pudahuel,345
2020-03-02,Conchali,Puente Alto,373
2020-03-02,Conchali,Quilicura,2435
2020-03-02,Conchali,Quinta Normal,359
2020-03-02,Conchali,Recoleta,3935
2020-03-02,Conchali,Renca,843
2020-03-02,Conchali,San Bernardo,141
2020-03-02,Conchali,San Joaquin,240
2020-03-02,Conchali,San Miguel,564
2020-03-02,Conchali,San Ramon,89
2020-03-02,Conchali,Santiago,10375
2020-03-02,Conchali,Vitacura,386
2020-03-02,El Bosque,Estacion Central,2494
2020-03-02,El Bosque,Huechuraba,127
2020-03-02,El Bosque,Independencia,208
2020-03-02,El Bosque,La Cisterna,3089
2020-03-02,El Bosque,La Florida,859
2020-03-02,El Bosque,La Granja,98
2020-03-02,El Bosque,La Pintana,762
2020-03-02,El Bosque,La Reina,386
2020-03-02,El Bosque,Las Condes,1742
2020-03-02,El Bosque,Lo Barnechea,126
2020-03-02,El Bosque,Lo Espejo,140
2020-03-02,El Bosque,Lo Prado,253
2020-03-02,El Bosque,Macul,236
2020-03-02,El Bosque,Maipu,157
2020-03-02,El Bosque,Nunoa,954
2020-03-02,El Bosque,Pedro Aguirre Cerda,401
2020-03-02,El Bosque,Penalolen,318
2020-03-02,El Bosque,Providencia,2749
2020-03-02,El Bosque,Pudahuel,117
2020-03-02,El Bosque,Puente Alto,525
2020-03-02,El Bosque,Quilicura,184
2020-03-02,El Bosque,Quinta Normal,129
2020-03-02,El Bosque,Recoleta,731
2020-03-02,El Bosque,Renca,55
2020-03-02,El Bosque,San Bernardo,2694
2020-03-02,El Bosque,San Joaquin,297
2020-03-02,El Bosque,San Miguel,1433
2020-03-02,El Bosque,San Ramon,148
2020-03-02,El Bosque,Santiago,5369
2020-03-02,El Bosque,Vitacura,193
2020-03-02,Estacion Central,Huechuraba,583
2020-03-02,Estacion Central,Independencia,1650
2020-03-02,Estacion Central,La Cisterna,2406
2020-03-02,Estacion Central,La Florida,2489
2020-03-02,Estacion Central,La Granja,231
2020-03-02,Estacion Central,La Pintana,523
2020-03-02,Estacion Central,La Reina,1459
2020-03-02,Estacion Central,Las Condes,11792
2020-03-02,Estacion Central,Lo Barnechea,687
2020-03-02,Estacion Central,Lo Espejo,1720
2020-03-02,Estacion Central,Lo Prado,8627
2020-03-02,Estacion Central,Macul,758
2020-03-02,Estacion Central,Maipu,8873
2020-03-02,Estacion Central,Nunoa,4746
2020-03-02,Estacion Central,Pedro Aguirre Cerda,1954
2020-03-02,Estacion Central,Penalolen,1384
2020-03-02,Estacion Central,Providencia,17207
2020-03-02,Estacion Central,Pudahuel,2929
2020-03-02,Estacion Central,Puente Alto,1755
2020-03-02,Estacion Central,Quilicura,1795
2020-03-02,Estacion Central,Quinta Normal,2148
2020-03-02,Estacion Central,Recoleta,4228
2020-03-02,Estacion Central,Renca,1118
2020-03-02,Estacion Central,San Bernardo,6531
2020-03-02,Estacion Central,San Joaquin,773
2020-03-02,Estacion Central,San Miguel,2386
2020-03-02,Estacion Central,San Ramon,581
2020-03-02,Estacion Central,Santiago,41313
2020-03-02,Estacion Central,Vitacura,956
2020-03-02,Huechuraba,Independencia,770
2020-03-02,Huechuraba,La Cisterna,461
2020-03-02,Huechuraba,La Florida,469
2020-03-02,Huechuraba,La Granja,36
2020-03-02,Huechuraba,La Pintana,74
2020-03-02,Huechuraba,La Reina,180
2020-03-02,Huechuraba,Las Condes,1139
2020-03-02,Huechuraba,Lo Barnechea,83
2020-03-02,Huechuraba,Lo Espejo,43
2020-03-02,Huechuraba,Lo Prado,529
2020-03-02,Huechuraba,Macul,201
2020-03-02,Huechuraba,Maipu,293
2020-03-02,Huechuraba,Nunoa,901
2020-03-02,Huechuraba,Pedro Aguirre Cerda,116
2020-03-02,Huechuraba,Penalolen,223
2020-03-02,Huechuraba,Providencia,1822
2020-03-02,Huechuraba,Pudahuel,306
2020-03-02,Huechuraba,Puente Alto,349
2020-03-02,Huechuraba,Quilicura,3478
2020-03-02,Huechuraba,Quinta Normal,223
2020-03-02,Huechuraba,Recoleta,2973
2020-03-02,Huechuraba,Renca,236
2020-03-02,Huechuraba,San Bernardo,102
2020-03-02,Huechuraba,San Joaquin,134
2020-03-02,Huechuraba,San Miguel,593
2020-03-02,Huechuraba,San Ramon,84
2020-03-02,Huechuraba,Santiago,4847
2020-03-02,Huechuraba,Vitacura,307
2020-03-02,Independencia,La Cisterna,735
2020-03-02,Independencia,La Florida,1013
2020-03-02,Independencia,La Granja,60
2020-03-02,Independencia,La Pintana,83
2020-03-02,Independencia,La Reina,797
2020-03-02,Independencia,Las Condes,3416
2020-03-02,Independencia,Lo Barnechea,366
2020-03-02,Independencia,Lo Espejo,86
2020-03-02,Independencia,Lo Prado,934
2020-03-02,Independencia,Macul,346
2020-03-02,Independencia,Maipu,552
2020-03-02,Independencia,Nunoa,2777
2020-03-02,Independencia,Pedro Aguirre Cerda,237
2020-03-02,Independencia,Penalolen,428
2020-03-02,Independencia,Providencia,4551
2020-03-02,Independencia,Pudahuel,542
2020-03-02,Independencia,Puente Alto,662
2020-03-02,Independencia,Quilicura,2885
2020-03-02,Independencia,Quinta Normal,344
2020-03-02,Independencia,Recoleta,2449
2020-03-02,Independencia,Renca,1309
2020-03-02,Independencia,San Bernardo,320
2020-03-02,Independencia,San Joaquin,321
2020-03-02,Independencia,San Miguel,955
2020-03-02,Independencia,San Ramon,139
2020-03-02,Independencia,Santiago,12542
2020-03-02,Independencia,Vitacura,435
2020-03-02,La Cisterna,La Florida,3109
2020-03-02,La Cisterna,La Granja,537
2020-03-02,La Cisterna,La Pintana,2319
2020-03-02,La Cisterna,La Reina,840
2020-03-02,La Cisterna,Las Condes,3897
2020-03-02,La Cisterna,Lo Barnechea,213
2020-03-02,La Cisterna,Lo Espejo,1314
2020-03-02,La Cisterna,Lo Prado,911
2020-03-02,La Cisterna,Macul,465
2020-03-02,La Cisterna,Maipu,642
2020-03-02,La Cisterna,Nunoa,2246
2020-03-02,La Cisterna,Pedro Aguirre Cerda,1570
2020-03-02,La Cisterna,Penalolen,914
2020-03-02,La Cisterna,Providencia,6808
2020-03-02,La Cisterna,Pudahuel,459
2020-03-02,La Cisterna,Puente Alto,1406
2020-03-02,La Cisterna,Quilicura,642
2020-03-02,La Cisterna,Quinta Normal,354
2020-03-02,La Cisterna,Recoleta,2873
2020-03-02,La Cisterna,Renca,240
2020-03-02,La Cisterna,San Bernardo,2565
2020-03-02,La Cisterna,San Joaquin,510
2020-03-02,La Cisterna,San Miguel,6276
2020-03-02,La Cisterna,San Ramon,2255
2020-03-02,La Cisterna,Santiago,16468
2020-03-02,La Cisterna,Vitacura,347
2020-03-02,La Florida,La Granja,3077
2020-03-02,La Florida,La Pintana,875
2020-03-02,La Florida,La Reina,2579
2020-03-02,La Florida,Las Condes,10440
2020-03-02,La Florida,Lo Barnechea,462
2020-03-02,La Florida,Lo Espejo,243
2020-03-02,La Florida,Lo Prado,1437
2020-03-02,La Florida,Macul,5263
2020-03-02,La Florida,Maipu,615
2020-03-02,La Florida,Nunoa,6052
2020-03-02,La Florida,Pedro Aguirre Cerda,574
2020-03-02,La Florida,Penalolen,3875
2020-03-02,La Florida,Providencia,19185
2020-03-02,La Florida,Pudahuel,1060
2020-03-02,La Florida,Puente Alto,12729
2020-03-02,La Florida,Quilicura,1064
2020-03-02,La Florida,Quinta Normal,757
2020-03-02,La Florida,Recoleta,2195
2020-03-02,La Florida,Renca,226
2020-03-02,La Florida,San Bernardo,529
2020-03-02,La Florida,San Joaquin,2308
2020-03-02,La Florida,San Miguel,1670
2020-03-02,La Florida,San Ramon,1754
2020-03-02,La Florida,Santiago,25006
2020-03-02,La Florida,Vitacura,801
2020-03-02,La Granja,La Pintana,288
2020-03-02,La Granja,La Reina,395
2020-03-02,La Granja,Las Condes,1364
2020-03-02,La Granja,Lo Barnechea,124
2020-03-02,La Granja,Lo Espejo,59
2020-03-02,La Granja,Lo Prado,116
2020-03-02,La Granja,Macul,315
2020-03-02,La Granja,Maipu,203
2020-03-02,La Granja,Nunoa,699
2020-03-02,La Granja,Pedro Aguirre Cerda,91
2020-03-02,La Granja,Penalolen,246
2020-03-02,La Granja,Providencia,1942
2020-03-02,La Granja,Pudahuel,84
2020-03-02,La Granja,Puente Alto,709
2020-03-02,La Granja,Quilicura,135
2020-03-02,La Granja,Quinta Normal,106
2020-03-02,La Granja,Recoleta,405
2020-03-02,La Granja,Renca,50
2020-03-02,La Granja,San Bernardo,121
2020-03-02,La Granja,San Joaquin,584
2020-03-02,La Granja,San Miguel,460
2020-03-02,La Granja,San Ramon,717
2020-03-02,La Granja,Santiago,3612
2020-03-02,La Granja,Vitacura,192
2020-03-02,La Pintana,La Reina,537
2020-03-02,La Pintana,Las Condes,1791
2020-03-02,La Pintana,Lo Barnechea,125
2020-03-02,La Pintana,Lo Espejo,82
2020-03-02,La Pintana,Lo Prado,165
2020-03-02,La Pintana,Macul,257
2020-03-02,La Pintana,Maipu,132
2020-03-02,La Pintana,Nunoa,804
2020-03-02,La Pintana,Pedro Aguirre Cerda,140
2020-03-02,La Pintana,Penalolen,399
2020-03-02,La Pintana,Providencia,2212
2020-03-02,La Pintana,Pudahuel,101
2020-03-02,La Pintana,Puente Alto,1503
2020-03-02,La Pintana,Quilicura,145
2020-03-02,La Pintana,Quinta Normal,104
2020-03-02,La Pintana,Recoleta,533
2020-03-02,La Pintana,Renca,61
2020-03-02,La Pintana,San Bernardo,401
2020-03-02,La Pintana,San Joaquin,511
2020-03-02,La Pintana,San Miguel,835
2020-03-02,La Pintana,San Ramon,384
2020-03-02,La Pintana,Santiago,4278
2020-03-02,La Pintana,Vitacura,337
2020-03-02,La Reina,Las Condes,4313
2020-03-02,La Reina,Lo Barnechea,133
2020-03-02,La Reina,Lo Espejo,91
2020-03-02,La Reina,Lo Prado,1036
2020-03-02,La Reina,Macul,565
2020-03-02,La Reina,Maipu,388
2020-03-02,La Reina,Nunoa,7012
2020-03-02,La Reina,Pedro Aguirre Cerda,350
2020-03-02,La Reina,Penalolen,3266
2020-03-02,La Reina,Providencia,5940
2020-03-02,La Reina,Pudahuel,432
2020-03-02,La Reina,Puente Alto,2503
2020-03-02,La Reina,Quilicura,651
2020-03-02,La Reina,Quinta Normal,287
2020-03-02,La Reina,Recoleta,739
2020-03-02,La Reina,Renca,140
2020-03-02,La Reina,San Bernardo,339
2020-03-02,La Reina,San Joaquin,213
2020-03-02,La Reina,San Miguel,510
2020-03-02,La Reina,San Ramon,297
2020-03-02,La Reina,Santiago,9008
2020-03-02,La Reina,Vitacura,400
2020-03-02,Las Condes,Lo Barnechea,4109
2020-03-02,Las Condes,Lo Espejo,631
2020-03-02,Las Condes,Lo Prado,9809
2020-03-02,Las Condes,Macul,2167
2020-03-02,Las Condes,Maipu,4092
2020-03-02,Las Condes,Nunoa,9654
2020-03-02,Las Condes,Pedro Aguirre Cerda,2179
2020-03-02,Las Condes,Penalolen,4992
2020-03-02,Las Condes,Providencia,34254
2020-03-02,Las Condes,Pudahuel,2690
2020-03-02,Las Condes,Puente Alto,9245
2020-03-02,Las Condes,Quilicura,2998
2020-03-02,Las Condes,Quinta Normal,1596
2020-03-02,Las Condes,Recoleta,3555
2020-03-02,Las Condes,Renca,714
2020-03-02,Las Condes,San Bernardo,2212
2020-03-02,Las Condes,San Joaquin,979
2020-03-02,Las Condes,San Miguel,4297
2020-03-02,Las Condes,San Ramon,1354
2020-03-02,Las Condes,Santiago,48915
2020-03-02,Las Condes,Vitacura,3580
2020-03-02,Lo Barnechea,Lo Espejo,72
2020-03-02,Lo Barnechea,Lo Prado,711
2020-03-02,Lo Barnechea,Macul,173
2020-03-02,Lo Barnechea,Maipu,340
2020-03-02,Lo Barnechea,Nunoa,587
2020-03-02,Lo Barnechea,Pedro Aguirre Cerda,186
2020-03-02,Lo Barnechea,Penalolen,511
2020-03-02,Lo Barnechea,Providencia,1947
2020-03-02,Lo Barnechea,Pudahuel,423
2020-03-02,Lo Barnechea,Puente Alto,781
2020-03-02,Lo Barnechea,Quilicura,332
2020-03-02,Lo Barnechea,Quinta Normal,296
2020-03-02,Lo Barnechea,Recoleta,470
2020-03-02,Lo Barnechea,Renca,159
2020-03-02,Lo Barnechea,San Bernardo,176
2020-03-02,Lo Barnechea,San Joaquin,70
2020-03-02,Lo Barnechea,San Miguel,248
2020-03-02,Lo Barnechea,San Ramon,160
2020-03-02,Lo Barnechea,Santiago,3228
2020-03-02,Lo Barnechea,Vitacura,1459
2020-03-02,Lo Espejo,Lo Prado,106
2020-03-02,Lo Espejo,Macul,131
2020-03-02,Lo Espejo,Maipu,541
2020-03-02,Lo Espejo,Nunoa,631
2020-03-02,Lo Espejo,Pedro Aguirre Cerda,912
2020-03-02,Lo Espejo,Penalolen,132
2020-03-02,Lo Espejo,Providencia,1662
2020-03-02,Lo Espejo,Pudahuel,111
2020-03-02,Lo Espejo,Puente Alto,149
2020-03-02,Lo Espejo,Quilicura,140
2020-03-02,Lo Espejo,Quinta Normal,110
2020-03-02,Lo Espejo,Recoleta,444
2020-03-02,Lo Espejo,Renca,76
2020-03-02,Lo Espejo,San Bernardo,713
2020-03-02,Lo Espejo,San Joaquin,200
2020-03-02,Lo Espejo,San Miguel,1487
2020-03-02,Lo Espejo,San Ramon,124
2020-03-02,Lo Espejo,Santiago,4201
2020-03-02,Lo Espejo,Vitacura,138
2020-03-02,Lo Prado,Macul,542
2020-03-02,Lo Prado,Maipu,9277
2020-03-02,Lo Prado,Nunoa,3251
2020-03-02,Lo Prado,Pedro Aguirre Cerda,260
2020-03-02,Lo Prado,Penalolen,544
2020-03-02,Lo Prado,Providencia,14456
2020-03-02,Lo Prado,Pudahuel,7739
2020-03-02,Lo Prado,Puente Alto,705
2020-03-02,Lo Prado,Quilicura,654
2020-03-02,Lo Prado,Quinta Normal,1952
2020-03-02,Lo Prado,Recoleta,2249
2020-03-02,Lo Prado,Renca,336
2020-03-02,Lo Prado,San Bernardo,556
2020-03-02,Lo Prado,San Joaquin,515
2020-03-02,Lo Prado,San Miguel,1267
2020-03-02,Lo Prado,San Ramon,185
2020-03-02,Lo Prado,Santiago,26875
2020-03-02,Lo Prado,Vitacura,778
2020-03-02,Macul,Maipu,519
2020-03-02,Macul,Nunoa,4776
2020-03-02,Macul,Pedro Aguirre Cerda,416
2020-03-02,Macul,Penalolen,1482
2020-03-02,Macul,Providencia,5714
2020-03-02,Macul,Pudahuel,460
2020-03-02,Macul,Puente Alto,1994
2020-03-02,Macul,Quilicura,456
2020-03-02,Macul,Quinta Normal,322
2020-03-02,Macul,Recoleta,642
2020-03-02,Macul,Renca,96
2020-03-02,Macul,San Bernardo,268
2020-03-02,Macul,San Joaquin,1120
2020-03-02,Macul,San Miguel,641
2020-03-02,Macul,San Ramon,264
2020-03-02,Macul,Santiago,7663
2020-03-02,Macul,Vitacura,164
2020-03-02,Maipu,Nunoa,3639
2020-03-02,Maipu,Pedro Aguirre Cerda,490
2020-03-02,Maipu,Penalolen,477
2020-03-02,Maipu,Providencia,12224
2020-03-02,Maipu,Pudahuel,2541
2020-03-02,Maipu,Puente Alto,389
2020-03-02,Maipu,Quilicura,707
2020-03-02,Maipu,Quinta Normal,993
2020-03-02,Maipu,Recoleta,2017
2020-03-02,Maipu,Renca,478
2020-03-02,Maipu,San Bernardo,630
2020-03-02,Maipu,San Joaquin,680
2020-03-02,Maipu,San Miguel,1112
2020-03-02,Maipu,San Ramon,146
2020-03-02,Maipu,Santiago,21993
2020-03-02,Maipu,Vitacura,875
2020-03-02,Nunoa,Pedro Aguirre Cerda,1383
2020-03-02,Nunoa,Penalolen,8583
2020-03-02,Nunoa,Providencia,19280
2020-03-02,Nunoa,Pudahuel,1852
2020-03-02,Nunoa,Puente Alto,5444
2020-03-02,Nunoa,Quilicura,2272
2020-03-02,Nunoa,Quinta Normal,1265
2020-03-02,Nunoa,Recoleta,2611
2020-03-02,Nunoa,Renca,471
2020-03-02,Nunoa,San Bernardo,1248
2020-03-02,Nunoa,San Joaquin,894
2020-03-02,Nunoa,San Miguel,2381
2020-03-02,Nunoa,San Ramon,872
2020-03-02,Nunoa,Santiago,33396
2020-03-02,Nunoa,Vitacura,424
2020-03-02,Pedro Aguirre Cerda,Penalolen,168
2020-03-02,Pedro Aguirre Cerda,Providencia,4467
2020-03-02,Pedro Aguirre Cerda,Pudahuel,148
2020-03-02,Pedro Aguirre Cerda,Puente Alto,306
2020-03-02,Pedro Aguirre Cerda,Quilicura,186
2020-03-02,Pedro Aguirre Cerda,Quinta Normal,161
2020-03-02,Pedro Aguirre Cerda,Recoleta,667
2020-03-02,Pedro Aguirre Cerda,Renca,93
2020-03-02,Pedro Aguirre Cerda,San Bernardo,994
2020-03-02,Pedro Aguirre Cerda,San Joaquin,333
2020-03-02,Pedro Aguirre Cerda,San Miguel,1801
2020-03-02,Pedro Aguirre Cerda,San Ramon,119
2020-03-02,Pedro Aguirre Cerda,Santiago,6467
2020-03-02,Pedro Aguirre Cerda,Vitacura,134
2020-03-02,Penalolen,Providencia,10072
2020-03-02,Penalolen,Pudahuel,358
2020-03-02,Penalolen,Puente Alto,3113
2020-03-02,Penalolen,Quilicura,510
2020-03-02,Penalolen,Quinta Normal,293
2020-03-02,Penalolen,Recoleta,752
2020-03-02,Penalolen,Renca,141
2020-03-02,Penalolen,San Bernardo,283
2020-03-02,Penalolen,San Joaquin,332
2020-03-02,Penalolen,San Miguel,641
2020-03-02,Penalolen,San Ramon,492
2020-03-02,Penalolen,Santiago,9841
2020-03-02,Penalolen,Vitacura,722
2020-03-02,Providencia,Pudahuel,4464
2020-03-02,Providencia,Puente Alto,14373
2020-03-02,Providencia,Quilicura,3455
2020-03-02,Providencia,Quinta Normal,3066
2020-03-02,Providencia,Recoleta,5486
2020-03-02,Providencia,Renca,1591
2020-03-02,Providencia,San Bernardo,3711
2020-03-02,Providencia,San Joaquin,1895
2020-03-02,Providencia,San Miguel,7383
2020-03-02,Providencia,San Ramon,1748
2020-03-02,Providencia,Santiago,66304
2020-03-02,Providencia,Vitacura,2649
2020-03-02,Pudahuel,Puente Alto,574
2020-03-02,Pudahuel,Quilicura,704
2020-03-02,Pudahuel,Quinta Normal,2254
2020-03-02,Pudahuel,Recoleta,1463
2020-03-02,Pudahuel,Renca,651
2020-03-02,Pudahuel,San Bernardo,304
2020-03-02,Pudahuel,San Joaquin,556
2020-03-02,Pudahuel,San Miguel,828
2020-03-02,Pudahuel,San Ramon,120
2020-03-02,Pudahuel,Santiago,18564
2020-03-02,Pudahuel,Vitacura,542
2020-03-02,Puente Alto,Quilicura,758
2020-03-02,Puente Alto,Quinta Normal,629
2020-03-02,Puente Alto,Recoleta,1934
2020-03-02,Puente Alto,Renca,207
2020-03-02,Puente Alto,San Bernardo,323
2020-03-02,Puente Alto,San Joaquin,2112
2020-03-02,Puente Alto,San Miguel,1367
2020-03-02,Puente Alto,San Ramon,484
2020-03-02,Puente Alto,Santiago,22179
2020-03-02,Puente Alto,Vitacura,1269
2020-03-02,Quilicura,Quinta Normal,500
2020-03-02,Quilicura,Recoleta,2879
2020-03-02,Quilicura,Renca,1099
2020-03-02,Quilicura,San Bernardo,279
2020-03-02,Quilicura,San Joaquin,380
2020-03-02,Quilicura,San Miguel,981
2020-03-02,Quilicura,San Ramon,175
2020-03-02,Quilicura,Santiago,17671
2020-03-02,Quilicura,Vitacura,767
2020-03-02,Quinta Normal,Recoleta,845
2020-03-02,Quinta Normal,Renca,1080
2020-03-02,Quinta Normal,San Bernardo,321
2020-03-02,Quinta Normal,San Joaquin,357
2020-03-02,Quinta Normal,San Miguel,551
2020-03-02,Quinta Normal,San Ramon,87
2020-03-02,Quinta Normal,Santiago,12802
2020-03-02,Quinta Normal,Vitacura,449
2020-03-02,Recoleta,Renca,884
2020-03-02,Recoleta,San Bernardo,632
2020-03-02,Recoleta,San Joaquin,567
2020-03-02,Recoleta,San Miguel,2860
2020-03-02,Recoleta,San Ramon,498
2020-03-02,Recoleta,Santiago,23958
2020-03-02,Recoleta,Vitacura,863
2020-03-02,Renca,San Bernardo,155
2020-03-02,Renca,San Joaquin,246
2020-03-02,Renca,San Miguel,441
2020-03-02,Renca,San Ramon,75
2020-03-02,Renca,Santiago,7923
2020-03-02,Renca,Vitacura,351
2020-03-02,San Bernardo,San Joaquin,368
2020-03-02,San Bernardo,San Miguel,1161
2020-03-02,San Bernardo,San Ramon,162
2020-03-02,San Bernardo,Santiago,8422
2020-03-02,San Bernardo,Vitacura,244
2020-03-02,San Joaquin,San Miguel,1428
2020-03-02,San Joaquin,San Ramon,174
2020-03-02,San Joaquin,Santiago,7294
2020-03-02,San Joaquin,Vitacura,108
2020-03-02,San Miguel,San Ramon,1052
2020-03-02,San Miguel,Santiago,18998
2020-03-02,San Miguel,Vitacura,232
2020-03-02,San Ramon,Santiago,3891
2020-03-02,San Ramon,Vitacura,182
2020-03-02,Santiago,Vitacura,2991
2020-03-03,Cerrillos,Cerro Navia,88
2020-03-03,Cerrillos,Conchali,133
2020-03-03,Cerrillos,El Bosque,175
2020-03-03,Cerrillos,Estacion Central,2335
2020-03-03,Cerrillos,Huechuraba,103
2020-03-03,Cerrillos,Independencia,282
2020-03-03,Cerrillos,La Cisterna,531
2020-03-03,Cerrillos,La Florida,591
2020-03-03,Cerrillos,La Granja,45
2020-03-03,Cerrillos,La Pintana,80
2020-03-03,Cerrillos,La Reina,368
2020-03-03,Cerrillos,Las Condes,2384
2020-03-03,Cerrillos,Lo Barnechea,113
2020-03-03,Cerrillos,Lo Espejo,623
2020-03-03,Cerrillos,Lo Prado,173
2020-03-03,Cerrillos,Macul,329
2020-03-03,Cerrillos,Maipu,5248
2020-03-03,Cerrillos,Nunoa,1916
2020-03-03,Cerrillos,Pedro Aguirre Cerda,485
2020-03-03,Cerrillos,Penalolen,220
2020-03-03,Cerrillos,Providencia,4522
2020-03-03,Cerrillos,Pudahuel,212
2020-03-03,Cerrillos,Puente Alto,365
2020-03-03,Cerrillos,Quilicura,241
2020-03-03,Cerrillos,Quinta Normal,249
2020-03-03,Cerrillos,Recoleta,729
2020-03-03,Cerrillos,Renca,121
2020-03-03,Cerrillos,San Bernardo,360
2020-03-03,Cerrillos,San Joaquin,331
2020-03-03,Cerrillos,San Miguel,662
2020-03-03,Cerrillos,San Ramon,96
2020-03-03,Cerrillos,Santiago,5604
2020-03-03,Cerrillos,Vitacura,152
2020-03-03,Cerro Navia,Conchali,142
2020-03-03,Cerro Navia,El Bosque,55
2020-03-03,Cerro Navia,Estacion Central,1218
2020-03-03,Cerro Navia,Huechuraba,122
2020-03-03,Cerro Navia,Independencia,218
2020-03-03,Cerro Navia,La Cisterna,274
2020-03-03,Cerro Navia,La Florida,512
2020-03-03,Cerro Navia,La Granja,13
2020-03-03,Cerro Navia,La Pintana,32
2020-03-03,Cerro Navia,La Reina,348
2020-03-03,Cerro Navia,Las Condes,2371
2020-03-03,Cerro Navia,Lo Barnechea,244
2020-03-03,Cerro Navia,Lo Espejo,56
2020-03-03,Cerro Navia,Lo Prado,1359
2020-03-03,Cerro Navia,Macul,232
2020-03-03,Cerro Navia,Maipu,744
2020-03-03,Cerro Navia,Nunoa,1268
2020-03-03,Cerro Navia,Pedro Aguirre Cerda,54
2020-03-03,Cerro Navia,Penalolen,198
2020-03-03,Cerro Navia,Providencia,3242
2020-03-03,Cerro Navia,Pudahuel,2805
2020-03-03,Cerro Navia,Puente Alto,192
2020-03-03,Cerro Navia,Quilicura,284
2020-03-03,Cerro Navia,Quinta Normal,2498
2020-03-03,Cerro Navia,Recoleta,557
2020-03-03,Cerro Navia,Renca,430
2020-03-03,Cerro Navia,San Bernardo,134
2020-03-03,Cerro Navia,San Joaquin,245
2020-03-03,Cerro Navia,San Miguel,404
2020-03-03,Cerro Navia,San Ramon,63
2020-03-03,Cerro Navia,Santiago,8108
2020-03-03,Cerro Navia,Vitacura,603
2020-03-03,Conchali,El Bosque,101
2020-03-03,Conchali,Estacion Central,1010
2020-03-03,Conchali,Huechuraba,1521
2020-03-03,Conchali,Independencia,3474
2020-03-03,Conchali,La Cisterna,514
2020-03-03,Conchali,La Florida,620
2020-03-03,Conchali,La Granja,52
2020-03-03,Conchali,La Pintana,61
2020-03-03,Conchali,La Reina,525
2020-03-03,Conchali,Las Condes,2280
2020-03-03,Conchali,Lo Barnechea,188
2020-03-03,Conchali,Lo Espejo,62
2020-03-03,Conchali,Lo Prado,602
2020-03-03,Conchali,Macul,216
2020-03-03,Conchali,Maipu,331
2020-03-03,Conchali,Nunoa,1773
2020-03-03,Conchali,Pedro Aguirre Cerda,142
2020-03-03,Conchali,Penalolen,259
2020-03-03,Conchali,Providencia,3278
2020-03-03,Conchali,Pudahuel,370
2020-03-03,Conchali,Puente Alto,377
2020-03-03,Conchali,Quilicura,2516
2020-03-03,Conchali,Quinta Normal,342
2020-03-03,Conchali,Recoleta,3897
2020-03-03,Conchali,Renca,818
2020-03-03,Conchali,San Bernardo,148
2020-03-03,Conchali,San Joaquin,246
2020-03-03,Conchali,San Miguel,617
2020-03-03,Conchali,San Ramon,120
2020-03-03,Conchali,Santiago,10087
2020-03-03,Conchali,Vitacura,339
2020-03-03,El Bosque,Estacion Central,2338
2020-03-03,El Bosque,Huechuraba,130
2020-03-03,El Bosque,Independencia,203
2020-03-03,El Bosque,La Cisterna,2777
2020-03-03,El Bosque,La Florida,898
2020-03-03,El Bosque,La Granja,149
2020-03-03,El Bosque,La Pintana,793
2020-03-03,El Bosque,La Reina,353
2020-03-03,El Bosque,Las Condes,1906
2020-03-03,El Bosque,Lo Barnechea,114
2020-03-03,El Bosque,Lo Espejo,149
2020-03-03,El Bosque,Lo Prado,243
2020-03-03,El Bosque,Macul,244
2020-03-03,El Bosque,Maipu,180
2020-03-03,El Bosque,Nunoa,1054
2020-03-03,El Bosque,Pedro Aguirre Cerda,417
2020-03-03,El Bosque,Penalolen,300
