Fecha,Origen,Destino,Viajes
2020-03-09,La Reina,Penalolen,3372
2020-03-09,La Reina,Providencia,6140
2020-03-09,La Reina,Pudahuel,437
2020-03-09,La Reina,Puente Alto,2820
2020-03-09,La Reina,Quilicura,723
2020-03-09,La Reina,Quinta Normal,334
2020-03-09,La Reina,Recoleta,737
2020-03-09,La Reina,Renca,131
2020-03-09,La Reina,San Bernardo,313
2020-03-09,La Reina,San Joaquin,224
2020-03-09,La Reina,San Miguel,605
2020-03-09,La Reina,San Ramon,356
2020-03-09,La Reina,Santiago,9376
2020-03-09,La Reina,Vitacura,376
2020-03-09,Las Condes,Lo Barnechea,4407
2020-03-09,Las Condes,Lo Espejo,707
2020-03-09,Las Condes,Lo Prado,10249
2020-03-09,Las Condes,Macul,3777
2020-03-09,Las Condes,Maipu,4029
2020-03-09,Las Condes,Nunoa,10194
2020-03-09,Las Condes,Pedro Aguirre Cerda,2713
2020-03-09,Las Condes,Penalolen,5671
2020-03-09,Las Condes,Providencia,36519
2020-03-09,Las Condes,Pudahuel,2566
2020-03-09,Las Condes,Puente Alto,10223
2020-03-09,Las Condes,Quilicura,3239
2020-03-09,Las Condes,Quinta Normal,1674
2020-03-09,Las Condes,Recoleta,3847
2020-03-09,Las Condes,Renca,692
2020-03-09,Las Condes,San Bernardo,2322
2020-03-09,Las Condes,San Joaquin,984
2020-03-09,Las Condes,San Miguel,4643
2020-03-09,Las Condes,San Ramon,1453
2020-03-09,Las Condes,Santiago,49296
2020-03-09,Las Condes,Vitacura,3659
2020-03-09,Lo Barnechea,Lo Espejo,80
2020-03-09,Lo Barnechea,Lo Prado,720
2020-03-09,Lo Barnechea,Macul,348
2020-03-09,Lo Barnechea,Maipu,318
2020-03-09,Lo Barnechea,Nunoa,606
2020-03-09,Lo Barnechea,Pedro Aguirre Cerda,228
2020-03-09,Lo Barnechea,Penalolen,533
2020-03-09,Lo Barnechea,Providencia,2055
2020-03-09,Lo Barnechea,Pudahuel,381
2020-03-09,Lo Barnechea,Puente Alto,877
2020-03-09,Lo Barnechea,Quilicura,347
2020-03-09,Lo Barnechea,Quinta Normal,270
2020-03-09,Lo Barnechea,Recoleta,433
2020-03-09,Lo Barnechea,Renca,123
2020-03-09,Lo Barnechea,San Bernardo,159
2020-03-09,Lo Barnechea,San Joaquin,97
2020-03-09,Lo Barnechea,San Miguel,242
2020-03-09,Lo Barnechea,San Ramon,181
2020-03-09,Lo Barnechea,Santiago,3342
2020-03-09,Lo Barnechea,Vitacura,1441
2020-03-09,Lo Espejo,Lo Prado,102
2020-03-09,Lo Espejo,Macul,241
2020-03-09,Lo Espejo,Maipu,572
2020-03-09,Lo Espejo,Nunoa,607
2020-03-09,Lo Espejo,Pedro Aguirre Cerda,995
2020-03-09,Lo Espejo,Penalolen,128
2020-03-09,Lo Espejo,Providencia,1791
2020-03-09,Lo Espejo,Pudahuel,94
2020-03-09,Lo Espejo,Puente Alto,202
2020-03-09,Lo Espejo,Quilicura,135
2020-03-09,Lo Espejo,Quinta Normal,104
2020-03-09,Lo Espejo,Recoleta,405
2020-03-09,Lo Espejo,Renca,80
2020-03-09,Lo Espejo,San Bernardo,726
2020-03-09,Lo Espejo,San Joaquin,201
2020-03-09,Lo Espejo,San Miguel,1438
2020-03-09,Lo Espejo,San Ramon,136
2020-03-09,Lo Espejo,Santiago,3835
2020-03-09,Lo Espejo,Vitacura,117
2020-03-09,Lo Prado,Macul,859
2020-03-09,Lo Prado,Maipu,8045
2020-03-09,Lo Prado,Nunoa,3232
2020-03-09,Lo Prado,Pedro Aguirre Cerda,244
2020-03-09,Lo Prado,Penalolen,551
2020-03-09,Lo Prado,Providencia,15202
2020-03-09,Lo Prado,Pudahuel,8863
2020-03-09,Lo Prado,Puente Alto,754
2020-03-09,Lo Prado,Quilicura,703
2020-03-09,Lo Prado,Quinta Normal,1856
2020-03-09,Lo Prado,Recoleta,2243
2020-03-09,Lo Prado,Renca,376
2020-03-09,Lo Prado,San Bernardo,636
2020-03-09,Lo Prado,San Joaquin,541
2020-03-09,Lo Prado,San Miguel,1267
2020-03-09,Lo Prado,San Ramon,166
2020-03-09,Lo Prado,Santiago,26599
2020-03-09,Lo Prado,Vitacura,790
2020-03-09,Macul,Maipu,721
2020-03-09,Macul,Nunoa,5778
2020-03-09,Macul,Pedro Aguirre Cerda,664
2020-03-09,Macul,Penalolen,1918
2020-03-09,Macul,Providencia,7280
2020-03-09,Macul,Pudahuel,658
2020-03-09,Macul,Puente Alto,2981
2020-03-09,Macul,Quilicura,669
2020-03-09,Macul,Quinta Normal,431
2020-03-09,Macul,Recoleta,814
2020-03-09,Macul,Renca,139
2020-03-09,Macul,San Bernardo,444
2020-03-09,Macul,San Joaquin,1374
2020-03-09,Macul,San Miguel,795
2020-03-09,Macul,San Ramon,464
2020-03-09,Macul,Santiago,8375
2020-03-09,Macul,Vitacura,252
2020-03-09,Maipu,Nunoa,3721
2020-03-09,Maipu,Pedro Aguirre Cerda,548
2020-03-09,Maipu,Penalolen,487
2020-03-09,Maipu,Providencia,12286
2020-03-09,Maipu,Pudahuel,2755
2020-03-09,Maipu,Puente Alto,404
2020-03-09,Maipu,Quilicura,752
2020-03-09,Maipu,Quinta Normal,950
2020-03-09,Maipu,Recoleta,2024
2020-03-09,Maipu,Renca,638
2020-03-09,Maipu,San Bernardo,685
2020-03-09,Maipu,San Joaquin,687
2020-03-09,Maipu,San Miguel,1087
2020-03-09,Maipu,San Ramon,132
2020-03-09,Maipu,Santiago,20602
2020-03-09,Maipu,Vitacura,816
2020-03-09,Nunoa,Pedro Aguirre Cerda,1470
2020-03-09,Nunoa,Penalolen,8953
2020-03-09,Nunoa,Providencia,19940
2020-03-09,Nunoa,Pudahuel,1945
2020-03-09,Nunoa,Puente Alto,5724
2020-03-09,Nunoa,Quilicura,2264
2020-03-09,Nunoa,Quinta Normal,1184
2020-03-09,Nunoa,Recoleta,2693
2020-03-09,Nunoa,Renca,492
2020-03-09,Nunoa,San Bernardo,1312
2020-03-09,Nunoa,San Joaquin,1018
2020-03-09,Nunoa,San Miguel,2442
2020-03-09,Nunoa,San Ramon,802
2020-03-09,Nunoa,Santiago,32913
2020-03-09,Nunoa,Vitacura,444
2020-03-09,Pedro Aguirre Cerda,Penalolen,182
2020-03-09,Pedro Aguirre Cerda,Providencia,5202
2020-03-09,Pedro Aguirre Cerda,Pudahuel,120
2020-03-09,Pedro Aguirre Cerda,Puente Alto,336
2020-03-09,Pedro Aguirre Cerda,Quilicura,214
2020-03-09,Pedro Aguirre Cerda,Quinta Normal,146
2020-03-09,Pedro Aguirre Cerda,Recoleta,720
2020-03-09,Pedro Aguirre Cerda,Renca,125
2020-03-09,Pedro Aguirre Cerda,San Bernardo,1019
2020-03-09,Pedro Aguirre Cerda,San Joaquin,385
2020-03-09,Pedro Aguirre Cerda,San Miguel,1872
2020-03-09,Pedro Aguirre Cerda,San Ramon,143
2020-03-09,Pedro Aguirre Cerda,Santiago,6430
2020-03-09,Pedro Aguirre Cerda,Vitacura,147
2020-03-09,Penalolen,Providencia,10126
2020-03-09,Penalolen,Pudahuel,293
2020-03-09,Penalolen,Puente Alto,3423
2020-03-09,Penalolen,Quilicura,591
2020-03-09,Penalolen,Quinta Normal,303
2020-03-09,Penalolen,Recoleta,697
2020-03-09,Penalolen,Renca,129
2020-03-09,Penalolen,San Bernardo,244
2020-03-09,Penalolen,San Joaquin,347
2020-03-09,Penalolen,San Miguel,592
2020-03-09,Penalolen,San Ramon,528
2020-03-09,Penalolen,Santiago,9541
2020-03-09,Penalolen,Vitacura,797
2020-03-09,Providencia,Pudahuel,4692
2020-03-09,Providencia,Puente Alto,15652
2020-03-09,Providencia,Quilicura,3576
2020-03-09,Providencia,Quinta Normal,3277
2020-03-09,Providencia,Recoleta,5924
2020-03-09,Providencia,Renca,1742
2020-03-09,Providencia,San Bernardo,3911
2020-03-09,Providencia,San Joaquin,1875
2020-03-09,Providencia,San Miguel,7638
2020-03-09,Providencia,San Ramon,1831
2020-03-09,Providencia,Santiago,64056
2020-03-09,Providencia,Vitacura,2781
2020-03-09,Pudahuel,Puente Alto,620
2020-03-09,Pudahuel,Quilicura,713
2020-03-09,Pudahuel,Quinta Normal,2369
2020-03-09,Pudahuel,Recoleta,1579
2020-03-09,Pudahuel,Renca,673
2020-03-09,Pudahuel,San Bernardo,301
2020-03-09,Pudahuel,San Joaquin,562
2020-03-09,Pudahuel,San Miguel,881
2020-03-09,Pudahuel,San Ramon,138
2020-03-09,Pudahuel,Santiago,17097
2020-03-09,Pudahuel,Vitacura,560
2020-03-09,Puente Alto,Quilicura,885
2020-03-09,Puente Alto,Quinta Normal,590
2020-03-09,Puente Alto,Recoleta,1757
2020-03-09,Puente Alto,Renca,206
2020-03-09,Puente Alto,San Bernardo,306
2020-03-09,Puente Alto,San Joaquin,2137
2020-03-09,Puente Alto,San Miguel,1502
2020-03-09,Puente Alto,San Ramon,592
2020-03-09,Puente Alto,Santiago,21609
2020-03-09,Puente Alto,Vitacura,1186
2020-03-09,Quilicura,Quinta Normal,522
2020-03-09,Quilicura,Recoleta,2852
2020-03-09,Quilicura,Renca,1145
2020-03-09,Quilicura,San Bernardo,295
2020-03-09,Quilicura,San Joaquin,382
2020-03-09,Quilicura,San Miguel,1067
2020-03-09,Quilicura,San Ramon,200
2020-03-09,Quilicura,Santiago,16931
2020-03-09,Quilicura,Vitacura,894
2020-03-09,Quinta Normal,Recoleta,791
2020-03-09,Quinta Normal,Renca,1064
2020-03-09,Quinta Normal,San Bernardo,315
2020-03-09,Quinta Normal,San Joaquin,333
2020-03-09,Quinta Normal,San Miguel,521
2020-03-09,Quinta Normal,San Ramon,106
2020-03-09,Quinta Normal,Santiago,11709
2020-03-09,Quinta Normal,Vitacura,438
2020-03-09,Recoleta,Renca,857
2020-03-09,Recoleta,San Bernardo,661
2020-03-09,Recoleta,San Joaquin,579
2020-03-09,Recoleta,San Miguel,3018
2020-03-09,Recoleta,San Ramon,545
2020-03-09,Recoleta,Santiago,22193
2020-03-09,Recoleta,Vitacura,895
2020-03-09,Renca,San Bernardo,193
2020-03-09,Renca,San Joaquin,206
2020-03-09,Renca,San Miguel,465
2020-03-09,Renca,San Ramon,68
2020-03-09,Renca,Santiago,7192
2020-03-09,Renca,Vitacura,332
2020-03-09,San Bernardo,San Joaquin,342
2020-03-09,San Bernardo,San Miguel,1215
2020-03-09,San Bernardo,San Ramon,182
2020-03-09,San Bernardo,Santiago,7867
2020-03-09,San Bernardo,Vitacura,256
2020-03-09,San Joaquin,San Miguel,1601
2020-03-09,San Joaquin,San Ramon,188
2020-03-09,San Joaquin,Santiago,6649
2020-03-09,San Joaquin,Vitacura,101
2020-03-09,San Miguel,San Ramon,1163
2020-03-09,San Miguel,Santiago,18171
2020-03-09,San Miguel,Vitacura,223
2020-03-09,San Ramon,Santiago,3817
2020-03-09,San Ramon,Vitacura,153
2020-03-09,Santiago,Vitacura,2808
2020-03-10,Cerrillos,Cerro Navia,80
2020-03-10,Cerrillos,Conchali,150
2020-03-10,Cerrillos,El Bosque,130
2020-03-10,Cerrillos,Estacion Central,1901
2020-03-10,Cerrillos,Huechuraba,112
2020-03-10,Cerrillos,Independencia,280
2020-03-10,Cerrillos,La Cisterna,546
2020-03-10,Cerrillos,La Florida,596
2020-03-10,Cerrillos,La Granja,41
2020-03-10,Cerrillos,La Pintana,80
2020-03-10,Cerrillos,La Reina,364
2020-03-10,Cerrillos,Las Condes,2542
2020-03-10,Cerrillos,Lo Barnechea,75
2020-03-10,Cerrillos,Lo Espejo,480
2020-03-10,Cerrillos,Lo Prado,177
2020-03-10,Cerrillos,Macul,692
2020-03-10,Cerrillos,Maipu,4628
2020-03-10,Cerrillos,Nunoa,2132
2020-03-10,Cerrillos,Pedro Aguirre Cerda,480
2020-03-10,Cerrillos,Penalolen,231
2020-03-10,Cerrillos,Providencia,5258
2020-03-10,Cerrillos,Pudahuel,214
2020-03-10,Cerrillos,Puente Alto,377
2020-03-10,Cerrillos,Quilicura,271
2020-03-10,Cerrillos,Quinta Normal,225
2020-03-10,Cerrillos,Recoleta,798
2020-03-10,Cerrillos,Renca,164
2020-03-10,Cerrillos,San Bernardo,362
2020-03-10,Cerrillos,San Joaquin,384
2020-03-10,Cerrillos,San Miguel,808
2020-03-10,Cerrillos,San Ramon,94
2020-03-10,Cerrillos,Santiago,5836
2020-03-10,Cerrillos,Vitacura,151
2020-03-10,Cerro Navia,Conchali,152
2020-03-10,Cerro Navia,El Bosque,53
2020-03-10,Cerro Navia,Estacion Central,1093
2020-03-10,Cerro Navia,Huechuraba,127
2020-03-10,Cerro Navia,Independencia,228
2020-03-10,Cerro Navia,La Cisterna,317
2020-03-10,Cerro Navia,La Florida,509
2020-03-10,Cerro Navia,La Granja,26
2020-03-10,Cerro Navia,La Pintana,37
2020-03-10,Cerro Navia,La Reina,302
2020-03-10,Cerro Navia,Las Condes,2424
2020-03-10,Cerro Navia,Lo Barnechea,238
2020-03-10,Cerro Navia,Lo Espejo,41
2020-03-10,Cerro Navia,Lo Prado,1122
2020-03-10,Cerro Navia,Macul,336
2020-03-10,Cerro Navia,Maipu,579
2020-03-10,Cerro Navia,Nunoa,1243
2020-03-10,Cerro Navia,Pedro Aguirre Cerda,73
2020-03-10,Cerro Navia,Penalolen,185
2020-03-10,Cerro Navia,Providencia,3355
2020-03-10,Cerro Navia,Pudahuel,2456
2020-03-10,Cerro Navia,Puente Alto,211
2020-03-10,Cerro Navia,Quilicura,249
2020-03-10,Cerro Navia,Quinta Normal,1960
2020-03-10,Cerro Navia,Recoleta,517
2020-03-10,Cerro Navia,Renca,403
2020-03-10,Cerro Navia,San Bernardo,127
2020-03-10,Cerro Navia,San Joaquin,277
2020-03-10,Cerro Navia,San Miguel,510
2020-03-10,Cerro Navia,San Ramon,46
2020-03-10,Cerro Navia,Santiago,7495
2020-03-10,Cerro Navia,Vitacura,556
2020-03-10,Conchali,El Bosque,88
2020-03-10,Conchali,Estacion Central,1118
2020-03-10,Conchali,Huechuraba,1199
2020-03-10,Conchali,Independencia,3207
2020-03-10,Conchali,La Cisterna,530
2020-03-10,Conchali,La Florida,645
2020-03-10,Conchali,La Granja,40
2020-03-10,Conchali,La Pintana,81
2020-03-10,Conchali,La Reina,490
2020-03-10,Conchali,Las Condes,2249
2020-03-10,Conchali,Lo Barnechea,189
2020-03-10,Conchali,Lo Espejo,49
2020-03-10,Conchali,Lo Prado,610
2020-03-10,Conchali,Macul,371
2020-03-10,Conchali,Maipu,292
2020-03-10,Conchali,Nunoa,1904
2020-03-10,Conchali,Pedro Aguirre Cerda,161
2020-03-10,Conchali,Penalolen,292
2020-03-10,Conchali,Providencia,3515
2020-03-10,Conchali,Pudahuel,355
2020-03-10,Conchali,Puente Alto,435
2020-03-10,Conchali,Quilicura,2152
2020-03-10,Conchali,Quinta Normal,411
2020-03-10,Conchali,Recoleta,3234
2020-03-10,Conchali,Renca,712
2020-03-10,Conchali,San Bernardo,162
2020-03-10,Conchali,San Joaquin,235
2020-03-10,Conchali,San Miguel,675
2020-03-10,Conchali,San Ramon,113
2020-03-10,Conchali,Santiago,10931
2020-03-10,Conchali,Vitacura,316
2020-03-10,El Bosque,Estacion Central,2345
2020-03-10,El Bosque,Huechuraba,114
2020-03-10,El Bosque,Independencia,185
2020-03-10,El Bosque,La Cisterna,2409
2020-03-10,El Bosque,La Florida,880
2020-03-10,El Bosque,La Granja,96
2020-03-10,El Bosque,La Pintana,622
2020-03-10,El Bosque,La Reina,314
2020-03-10,El Bosque,Las Condes,1657
2020-03-10,El Bosque,Lo Barnechea,108
2020-03-10,El Bosque,Lo Espejo,124
2020-03-10,El Bosque,Lo Prado,242
2020-03-10,El Bosque,Macul,453
2020-03-10,El Bosque,Maipu,160
2020-03-10,El Bosque,Nunoa,1031
2020-03-10,El Bosque,Pedro Aguirre Cerda,486
2020-03-10,El Bosque,Penalolen,281
2020-03-10,El Bosque,Providencia,3009
2020-03-10,El Bosque,Pudahuel,133
2020-03-10,El Bosque,Puente Alto,532
2020-03-10,El Bosque,Quilicura,178
2020-03-10,El Bosque,Quinta Normal,125
2020-03-10,El Bosque,Recoleta,724
2020-03-10,El Bosque,Renca,79
2020-03-10,El Bosque,San Bernardo,2096
2020-03-10,El Bosque,San Joaquin,264
2020-03-10,El Bosque,San Miguel,1206
2020-03-10,El Bosque,San Ramon,148
2020-03-10,El Bosque,Santiago,5206
2020-03-10,El Bosque,Vitacura,159
2020-03-10,Estacion Central,Huechuraba,432
2020-03-10,Estacion Central,Independencia,1726
2020-03-10,Estacion Central,La Cisterna,2179
2020-03-10,Estacion Central,La Florida,2251
2020-03-10,Estacion Central,La Granja,164
2020-03-10,Estacion Central,La Pintana,375
2020-03-10,Estacion Central,La Reina,1450
2020-03-10,Estacion Central,Las Condes,11587
2020-03-10,Estacion Central,Lo Barnechea,591
2020-03-10,Estacion Central,Lo Espejo,1299
2020-03-10,Estacion Central,Lo Prado,8170
2020-03-10,Estacion Central,Macul,996
2020-03-10,Estacion Central,Maipu,6399
2020-03-10,Estacion Central,Nunoa,4650
2020-03-10,Estacion Central,Pedro Aguirre Cerda,1579
2020-03-10,Estacion Central,Penalolen,1175
2020-03-10,Estacion Central,Providencia,19418
2020-03-10,Estacion Central,Pudahuel,1980
2020-03-10,Estacion Central,Puente Alto,1885
2020-03-10,Estacion Central,Quilicura,1596
2020-03-10,Estacion Central,Quinta Normal,1718
2020-03-10,Estacion Central,Recoleta,4076
2020-03-10,Estacion Central,Renca,856
2020-03-10,Estacion Central,San Bernardo,6005
2020-03-10,Estacion Central,San Joaquin,660
2020-03-10,Estacion Central,San Miguel,2621
2020-03-10,Estacion Central,San Ramon,575
2020-03-10,Estacion Central,Santiago,43219
2020-03-10,Estacion Central,Vitacura,688
2020-03-10,Huechuraba,Independencia,728
2020-03-10,Huechuraba,La Cisterna,524
2020-03-10,Huechuraba,La Florida,511
2020-03-10,Huechuraba,La Granja,30
2020-03-10,Huechuraba,La Pintana,55
2020-03-10,Huechuraba,La Reina,206
2020-03-10,Huechuraba,Las Condes,1146
2020-03-10,Huechuraba,Lo Barnechea,74
2020-03-10,Huechuraba,Lo Espejo,51
2020-03-10,Huechuraba,Lo Prado,547
2020-03-10,Huechuraba,Macul,321
2020-03-10,Huechuraba,Maipu,297
2020-03-10,Huechuraba,Nunoa,882
2020-03-10,Huechuraba,Pedro Aguirre Cerda,126
2020-03-10,Huechuraba,Penalolen,232
2020-03-10,Huechuraba,Providencia,2002
2020-03-10,Huechuraba,Pudahuel,275
2020-03-10,Huechuraba,Puente Alto,399
2020-03-10,Huechuraba,Quilicura,2660
2020-03-10,Huechuraba,Quinta Normal,182
2020-03-10,Huechuraba,Recoleta,2344
2020-03-10,Huechuraba,Renca,219
2020-03-10,Huechuraba,San Bernardo,149
2020-03-10,Huechuraba,San Joaquin,114
2020-03-10,Huechuraba,San Miguel,561
2020-03-10,Huechuraba,San Ramon,88
2020-03-10,Huechuraba,Santiago,5069
2020-03-10,Huechuraba,Vitacura,273
2020-03-10,Independencia,La Cisterna,819
2020-03-10,Independencia,La Florida,1155
2020-03-10,Independencia,La Granja,60
2020-03-10,Independencia,La Pintana,68
2020-03-10,Independencia,La Reina,1019
2020-03-10,Independencia,Las Condes,3666
2020-03-10,Independencia,Lo Barnechea,275
2020-03-10,Independencia,Lo Espejo,81
2020-03-10,Independencia,Lo Prado,1118
2020-03-10,Independencia,Macul,526
2020-03-10,Independencia,Maipu,488
2020-03-10,Independencia,Nunoa,3143
2020-03-10,Independencia,Pedro Aguirre Cerda,276
2020-03-10,Independencia,Penalolen,491
2020-03-10,Independencia,Providencia,5619
2020-03-10,Independencia,Pudahuel,559
2020-03-10,Independencia,Puente Alto,794
2020-03-10,Independencia,Quilicura,2688
2020-03-10,Independencia,Quinta Normal,347
2020-03-10,Independencia,Recoleta,2305
2020-03-10,Independencia,Renca,1019
2020-03-10,Independencia,San Bernardo,304
2020-03-10,Independencia,San Joaquin,396
2020-03-10,Independencia,San Miguel,1041
2020-03-10,Independencia,San Ramon,155
2020-03-10,Independencia,Santiago,13157
2020-03-10,Independencia,Vitacura,356
2020-03-10,La Cisterna,La Florida,3446
2020-03-10,La Cisterna,La Granja,408
2020-03-10,La Cisterna,La Pintana,1699
2020-03-10,La Cisterna,La Reina,829
2020-03-10,La Cisterna,Las Condes,4222
2020-03-10,La Cisterna,Lo Barnechea,195
2020-03-10,La Cisterna,Lo Espejo,1025
2020-03-10,La Cisterna,Lo Prado,1045
2020-03-10,La Cisterna,Macul,891
2020-03-10,La Cisterna,Maipu,615
2020-03-10,La Cisterna,Nunoa,2729
2020-03-10,La Cisterna,Pedro Aguirre Cerda,1273
2020-03-10,La Cisterna,Penalolen,1038
2020-03-10,La Cisterna,Providencia,8018
2020-03-10,La Cisterna,Pudahuel,556
2020-03-10,La Cisterna,Puente Alto,1838
2020-03-10,La Cisterna,Quilicura,752
2020-03-10,La Cisterna,Quinta Normal,366
2020-03-10,La Cisterna,Recoleta,3172
2020-03-10,La Cisterna,Renca,234
2020-03-10,La Cisterna,San Bernardo,2396
2020-03-10,La Cisterna,San Joaquin,564
2020-03-10,La Cisterna,San Miguel,6689
2020-03-10,La Cisterna,San Ramon,1880
2020-03-10,La Cisterna,Santiago,19061
2020-03-10,La Cisterna,Vitacura,320
2020-03-10,La Florida,La Granja,2583
2020-03-10,La Florida,La Pintana,814
2020-03-10,La Florida,La Reina,2893
2020-03-10,La Florida,Las Condes,11256
2020-03-10,La Florida,Lo Barnechea,390
2020-03-10,La Florida,Lo Espejo,245
2020-03-10,La Florida,Lo Prado,1663
2020-03-10,La Florida,Macul,6812
2020-03-10,La Florida,Maipu,591
2020-03-10,La Florida,Nunoa,6479
2020-03-10,La Florida,Pedro Aguirre Cerda,589
2020-03-10,La Florida,Penalolen,3805
2020-03-10,La Florida,Providencia,21570
2020-03-10,La Florida,Pudahuel,1196
2020-03-10,La Florida,Puente Alto,13297
2020-03-10,La Florida,Quilicura,1087
2020-03-10,La Florida,Quinta Normal,760
2020-03-10,La Florida,Recoleta,2397
2020-03-10,La Florida,Renca,241
2020-03-10,La Florida,San Bernardo,491
2020-03-10,La Florida,San Joaquin,2335
2020-03-10,La Florida,San Miguel,1730
2020-03-10,La Florida,San Ramon,1663
2020-03-10,La Florida,Santiago,27782
2020-03-10,La Florida,Vitacura,677
2020-03-10,La Granja,La Pintana,211
2020-03-10,La Granja,La Reina,281
2020-03-10,La Granja,Las Condes,1245
2020-03-10,La Granja,Lo Barnechea,115
2020-03-10,La Granja,Lo Espejo,43
2020-03-10,La Granja,Lo Prado,116
2020-03-10,La Granja,Macul,449
2020-03-10,La Granja,Maipu,133
2020-03-10,La Granja,Nunoa,698
2020-03-10,La Granja,Pedro Aguirre Cerda,89
2020-03-10,La Granja,Penalolen,201
2020-03-10,La Granja,Providencia,2077
2020-03-10,La Granja,Pudahuel,92
2020-03-10,La Granja,Puente Alto,568
2020-03-10,La Granja,Quilicura,148
2020-03-10,La Granja,Quinta Normal,99
2020-03-10,La Granja,Recoleta,377
2020-03-10,La Granja,Renca,58
2020-03-10,La Granja,San Bernardo,90
2020-03-10,La Granja,San Joaquin,522
2020-03-10,La Granja,San Miguel,453
2020-03-10,La Granja,San Ramon,610
2020-03-10,La Granja,Santiago,3648
2020-03-10,La Granja,Vitacura,169
2020-03-10,La Pintana,La Reina,487
2020-03-10,La Pintana,Las Condes,1869
2020-03-10,La Pintana,Lo Barnechea,180
2020-03-10,La Pintana,Lo Espejo,95
2020-03-10,La Pintana,Lo Prado,183
2020-03-10,La Pintana,Macul,454
2020-03-10,La Pintana,Maipu,126
2020-03-10,La Pintana,Nunoa,774
2020-03-10,La Pintana,Pedro Aguirre Cerda,164
2020-03-10,La Pintana,Penalolen,360
2020-03-10,La Pintana,Providencia,2412
2020-03-10,La Pintana,Pudahuel,106
2020-03-10,La Pintana,Puente Alto,1335
2020-03-10,La Pintana,Quilicura,181
2020-03-10,La Pintana,Quinta Normal,127
2020-03-10,La Pintana,Recoleta,607
2020-03-10,La Pintana,Renca,76
2020-03-10,La Pintana,San Bernardo,271
2020-03-10,La Pintana,San Joaquin,454
2020-03-10,La Pintana,San Miguel,838
2020-03-10,La Pintana,San Ramon,268
2020-03-10,La Pintana,Santiago,4267
2020-03-10,La Pintana,Vitacura,293
2020-03-10,La Reina,Las Condes,4445
2020-03-10,La Reina,Lo Barnechea,184
2020-03-10,La Reina,Lo Espejo,105
2020-03-10,La Reina,Lo Prado,1165
2020-03-10,La Reina,Macul,1096
2020-03-10,La Reina,Maipu,353
2020-03-10,La Reina,Nunoa,6567
2020-03-10,La Reina,Pedro Aguirre Cerda,429
2020-03-10,La Reina,Penalolen,3350
2020-03-10,La Reina,Providencia,6705
2020-03-10,La Reina,Pudahuel,469
2020-03-10,La Reina,Puente Alto,3156
2020-03-10,La Reina,Quilicura,642
2020-03-10,La Reina,Quinta Normal,317
2020-03-10,La Reina,Recoleta,790
2020-03-10,La Reina,Renca,120
2020-03-10,La Reina,San Bernardo,326
2020-03-10,La Reina,San Joaquin,225
2020-03-10,La Reina,San Miguel,659
2020-03-10,La Reina,San Ramon,316
2020-03-10,La Reina,Santiago,10677
2020-03-10,La Reina,Vitacura,341
2020-03-10,Las Condes,Lo Barnechea,3375
2020-03-10,Las Condes,Lo Espejo,699
2020-03-10,Las Condes,Lo Prado,11090
2020-03-10,Las Condes,Macul,4539
2020-03-10,Las Condes,Maipu,4095
2020-03-10,Las Condes,Nunoa,10805
2020-03-10,Las Condes,Pedro Aguirre Cerda,2717
2020-03-10,Las Condes,Penalolen,5459
2020-03-10,Las Condes,Providencia,39709
2020-03-10,Las Condes,Pudahuel,2618
2020-03-10,Las Condes,Puente Alto,11060
2020-03-10,Las Condes,Quilicura,2511
2020-03-10,Las Condes,Quinta Normal,1615
2020-03-10,Las Condes,Recoleta,3991
2020-03-10,Las Condes,Renca,576
2020-03-10,Las Condes,San Bernardo,2445
2020-03-10,Las Condes,San Joaquin,1048
2020-03-10,Las Condes,San Miguel,4941
2020-03-10,Las Condes,San Ramon,1448
2020-03-10,Las Condes,Santiago,57431
2020-03-10,Las Condes,Vitacura,2762
2020-03-10,Lo Barnechea,Lo Espejo,68
2020-03-10,Lo Barnechea,Lo Prado,658
2020-03-10,Lo Barnechea,Macul,414
2020-03-10,Lo Barnechea,Maipu,277
2020-03-10,Lo Barnechea,Nunoa,515
2020-03-10,Lo Barnechea,Pedro Aguirre Cerda,173
2020-03-10,Lo Barnechea,Penalolen,478
2020-03-10,Lo Barnechea,Providencia,1792
2020-03-10,Lo Barnechea,Pudahuel,386
2020-03-10,Lo Barnechea,Puente Alto,811
2020-03-10,Lo Barnechea,Quilicura,254
2020-03-10,Lo Barnechea,Quinta Normal,271
2020-03-10,Lo Barnechea,Recoleta,419
2020-03-10,Lo Barnechea,Renca,118
2020-03-10,Lo Barnechea,San Bernardo,138
2020-03-10,Lo Barnechea,San Joaquin,112
2020-03-10,Lo Barnechea,San Miguel,233
2020-03-10,Lo Barnechea,San Ramon,153
2020-03-10,Lo Barnechea,Santiago,3186
2020-03-10,Lo Barnechea,Vitacura,1173
2020-03-10,Lo Espejo,Lo Prado,92
2020-03-10,Lo Espejo,Macul,222
2020-03-10,Lo Espejo,Maipu,562
2020-03-10,Lo Espejo,Nunoa,649
2020-03-10,Lo Espejo,Pedro Aguirre Cerda,776
2020-03-10,Lo Espejo,Penalolen,141
2020-03-10,Lo Espejo,Providencia,2010
2020-03-10,Lo Espejo,Pudahuel,105
2020-03-10,Lo Espejo,Puente Alto,175
2020-03-10,Lo Espejo,Quilicura,116
2020-03-10,Lo Espejo,Quinta Normal,97
